:START_ID,:END_ID,:TYPE,display_relation
28488,22727,disease_phenotype_positive,phenotype present
28488,25381,disease_phenotype_positive,phenotype present
28488,22675,disease_phenotype_positive,phenotype present
28488,25655,disease_phenotype_positive,phenotype present
28488,22277,disease_phenotype_positive,phenotype present
28488,22307,disease_phenotype_positive,phenotype present
28488,84639,disease_phenotype_positive,phenotype present
28488,84684,disease_phenotype_positive,phenotype present
14980,23158,drug_effect,side effect
14980,26162,drug_effect,side effect
14980,84364,drug_effect,side effect
14980,23000,drug_effect,side effect
14980,23101,drug_effect,side effect
14980,93440,drug_effect,side effect
14980,22380,drug_effect,side effect
14980,23157,drug_effect,side effect
14980,24475,drug_effect,side effect
14980,22457,drug_effect,side effect
14980,25201,drug_effect,side effect
14980,84853,drug_effect,side effect
14980,23135,drug_effect,side effect
14980,22952,drug_effect,side effect
14980,23002,drug_effect,side effect
14980,23844,drug_effect,side effect
14980,22585,drug_effect,side effect
14980,14176,drug_drug,synergistic interaction
14980,14884,drug_drug,synergistic interaction
14980,15119,drug_drug,synergistic interaction
14980,15074,drug_drug,synergistic interaction
14980,14208,drug_drug,synergistic interaction
14980,14476,drug_drug,synergistic interaction
14980,14477,drug_drug,synergistic interaction
14980,14342,drug_drug,synergistic interaction
14980,14424,drug_drug,synergistic interaction
14980,15026,drug_drug,synergistic interaction
14980,14221,drug_drug,synergistic interaction
14980,14943,drug_drug,synergistic interaction
14980,14685,drug_drug,synergistic interaction
14980,14670,drug_drug,synergistic interaction
14980,14268,drug_drug,synergistic interaction
14980,14151,drug_drug,synergistic interaction
14980,14276,drug_drug,synergistic interaction
14980,14032,drug_drug,synergistic interaction
14980,14033,drug_drug,synergistic interaction
14980,14034,drug_drug,synergistic interaction
14980,15079,drug_drug,synergistic interaction
14980,14161,drug_drug,synergistic interaction
14980,15064,drug_drug,synergistic interaction
14980,14024,drug_drug,synergistic interaction
14980,14019,drug_drug,synergistic interaction
14980,15003,drug_drug,synergistic interaction
14980,14251,drug_drug,synergistic interaction
14980,14207,drug_drug,synergistic interaction
14980,14956,drug_drug,synergistic interaction
14980,14792,drug_drug,synergistic interaction
14980,14975,drug_drug,synergistic interaction
14980,15077,drug_drug,synergistic interaction
14980,15428,drug_drug,synergistic interaction
14980,14023,drug_drug,synergistic interaction
14980,15012,drug_drug,synergistic interaction
14980,18959,drug_drug,synergistic interaction
14980,15539,drug_drug,synergistic interaction
14980,15176,drug_drug,synergistic interaction
14980,15187,drug_drug,synergistic interaction
14980,14235,drug_drug,synergistic interaction
14980,14270,drug_drug,synergistic interaction
14980,15507,drug_drug,synergistic interaction
14980,14058,drug_drug,synergistic interaction
14980,14481,drug_drug,synergistic interaction
14980,14211,drug_drug,synergistic interaction
14980,14483,drug_drug,synergistic interaction
14980,15130,drug_drug,synergistic interaction
14980,14242,drug_drug,synergistic interaction
14980,15167,drug_drug,synergistic interaction
14980,15774,drug_drug,synergistic interaction
14980,14158,drug_drug,synergistic interaction
14980,14238,drug_drug,synergistic interaction
14980,14061,drug_drug,synergistic interaction
14980,33575,contraindication,contraindication
14980,29113,contraindication,contraindication
14980,35764,contraindication,contraindication
14980,14198,drug_drug,synergistic interaction
14980,14784,drug_drug,synergistic interaction
14980,15093,drug_drug,synergistic interaction
14980,14638,drug_drug,synergistic interaction
14980,14380,drug_drug,synergistic interaction
15770,24475,drug_effect,side effect
15770,22585,drug_effect,side effect
15770,84485,drug_effect,side effect
15770,23000,drug_effect,side effect
15770,23101,drug_effect,side effect
15770,93440,drug_effect,side effect
15770,22380,drug_effect,side effect
15770,23157,drug_effect,side effect
15770,84363,drug_effect,side effect
15770,22953,drug_effect,side effect
15770,23002,drug_effect,side effect
15770,23158,drug_effect,side effect
15770,22447,drug_effect,side effect
15770,22831,drug_effect,side effect
15770,22530,drug_effect,side effect
15770,33727,drug_effect,side effect
15770,26162,drug_effect,side effect
15770,25201,drug_effect,side effect
15770,84853,drug_effect,side effect
15770,23864,drug_effect,side effect
15770,23844,drug_effect,side effect
15770,14176,drug_drug,synergistic interaction
15770,14884,drug_drug,synergistic interaction
15770,15119,drug_drug,synergistic interaction
15770,15074,drug_drug,synergistic interaction
15770,14208,drug_drug,synergistic interaction
15770,14342,drug_drug,synergistic interaction
15770,14477,drug_drug,synergistic interaction
15770,14476,drug_drug,synergistic interaction
15770,19222,drug_drug,synergistic interaction
15770,14424,drug_drug,synergistic interaction
15770,20304,drug_drug,synergistic interaction
15770,14115,drug_drug,synergistic interaction
15770,20349,drug_drug,synergistic interaction
15770,15621,drug_drug,synergistic interaction
15770,15026,drug_drug,synergistic interaction
15770,14800,drug_drug,synergistic interaction
15770,20302,drug_drug,synergistic interaction
15770,14203,drug_drug,synergistic interaction
15770,14221,drug_drug,synergistic interaction
15770,14943,drug_drug,synergistic interaction
15770,14685,drug_drug,synergistic interaction
15770,14268,drug_drug,synergistic interaction
15770,15467,drug_drug,synergistic interaction
15770,14670,drug_drug,synergistic interaction
15770,14151,drug_drug,synergistic interaction
15770,15435,drug_drug,synergistic interaction
15770,14149,drug_drug,synergistic interaction
15770,17950,drug_drug,synergistic interaction
15770,14032,drug_drug,synergistic interaction
15770,14033,drug_drug,synergistic interaction
15770,14034,drug_drug,synergistic interaction
15770,14017,drug_drug,synergistic interaction
15770,15079,drug_drug,synergistic interaction
15770,14161,drug_drug,synergistic interaction
15770,15064,drug_drug,synergistic interaction
15770,14024,drug_drug,synergistic interaction
15770,14019,drug_drug,synergistic interaction
15770,15003,drug_drug,synergistic interaction
15770,14030,drug_drug,synergistic interaction
15770,14269,drug_drug,synergistic interaction
15770,14251,drug_drug,synergistic interaction
15770,14207,drug_drug,synergistic interaction
15770,14792,drug_drug,synergistic interaction
15770,14975,drug_drug,synergistic interaction
15770,15077,drug_drug,synergistic interaction
15770,15428,drug_drug,synergistic interaction
15770,16788,drug_drug,synergistic interaction
15770,14762,drug_drug,synergistic interaction
15770,16793,drug_drug,synergistic interaction
15770,14276,drug_drug,synergistic interaction
15770,14023,drug_drug,synergistic interaction
15770,15012,drug_drug,synergistic interaction
15770,18959,drug_drug,synergistic interaction
15770,15176,drug_drug,synergistic interaction
15770,15187,drug_drug,synergistic interaction
15770,14235,drug_drug,synergistic interaction
15770,14814,drug_drug,synergistic interaction
15770,14270,drug_drug,synergistic interaction
15770,15507,drug_drug,synergistic interaction
15770,14058,drug_drug,synergistic interaction
15770,14481,drug_drug,synergistic interaction
15770,14211,drug_drug,synergistic interaction
15770,14483,drug_drug,synergistic interaction
15770,16376,drug_drug,synergistic interaction
15770,15130,drug_drug,synergistic interaction
15770,14242,drug_drug,synergistic interaction
15770,15987,drug_drug,synergistic interaction
15770,14340,drug_drug,synergistic interaction
15770,15986,drug_drug,synergistic interaction
15770,15167,drug_drug,synergistic interaction
15770,14131,drug_drug,synergistic interaction
15770,15774,drug_drug,synergistic interaction
15770,14158,drug_drug,synergistic interaction
15770,14238,drug_drug,synergistic interaction
15770,14061,drug_drug,synergistic interaction
15770,35764,contraindication,contraindication
15770,39203,contraindication,contraindication
15770,28208,indication,indication
15770,33575,indication,indication
15770,13257,drug_protein,target
15770,7568,drug_protein,target
15770,14993,drug_drug,synergistic interaction
15770,14369,drug_drug,synergistic interaction
15770,14141,drug_drug,synergistic interaction
15770,15769,drug_drug,synergistic interaction
15770,14813,drug_drug,synergistic interaction
15770,14880,drug_drug,synergistic interaction
15770,14259,drug_drug,synergistic interaction
15770,15501,drug_drug,synergistic interaction
15770,15373,drug_drug,synergistic interaction
15770,15093,drug_drug,synergistic interaction
15770,14380,drug_drug,synergistic interaction
15770,14387,drug_drug,synergistic interaction
15770,14272,drug_drug,synergistic interaction
15770,14980,drug_drug,synergistic interaction
15770,15201,drug_drug,synergistic interaction
14475,14176,drug_drug,synergistic interaction
14475,15074,drug_drug,synergistic interaction
14475,15119,drug_drug,synergistic interaction
14475,14208,drug_drug,synergistic interaction
14475,14476,drug_drug,synergistic interaction
14475,14342,drug_drug,synergistic interaction
14475,14477,drug_drug,synergistic interaction
14475,14884,drug_drug,synergistic interaction
14475,19222,drug_drug,synergistic interaction
14475,14424,drug_drug,synergistic interaction
14475,14115,drug_drug,synergistic interaction
14475,20349,drug_drug,synergistic interaction
14475,15026,drug_drug,synergistic interaction
14475,15621,drug_drug,synergistic interaction
14475,14685,drug_drug,synergistic interaction
14475,14203,drug_drug,synergistic interaction
14475,14943,drug_drug,synergistic interaction
14475,15435,drug_drug,synergistic interaction
14475,14670,drug_drug,synergistic interaction
14475,15467,drug_drug,synergistic interaction
14475,14221,drug_drug,synergistic interaction
14475,14268,drug_drug,synergistic interaction
14475,14149,drug_drug,synergistic interaction
14475,14151,drug_drug,synergistic interaction
14475,17950,drug_drug,synergistic interaction
14475,14276,drug_drug,synergistic interaction
14475,14033,drug_drug,synergistic interaction
14475,14032,drug_drug,synergistic interaction
14475,14034,drug_drug,synergistic interaction
14475,14017,drug_drug,synergistic interaction
14475,14161,drug_drug,synergistic interaction
14475,15079,drug_drug,synergistic interaction
14475,15064,drug_drug,synergistic interaction
14475,14019,drug_drug,synergistic interaction
14475,15003,drug_drug,synergistic interaction
14475,14024,drug_drug,synergistic interaction
14475,14269,drug_drug,synergistic interaction
14475,14030,drug_drug,synergistic interaction
14475,14251,drug_drug,synergistic interaction
14475,14975,drug_drug,synergistic interaction
14475,14762,drug_drug,synergistic interaction
14475,16788,drug_drug,synergistic interaction
14475,16793,drug_drug,synergistic interaction
14475,14023,drug_drug,synergistic interaction
14475,15012,drug_drug,synergistic interaction
14475,18959,drug_drug,synergistic interaction
14475,15176,drug_drug,synergistic interaction
14475,15187,drug_drug,synergistic interaction
14475,15507,drug_drug,synergistic interaction
14475,14270,drug_drug,synergistic interaction
14475,15130,drug_drug,synergistic interaction
14475,14158,drug_drug,synergistic interaction
14475,28208,indication,indication
14475,33575,indication,indication
14475,447,drug_protein,target
14475,14603,drug_drug,synergistic interaction
14475,15778,drug_drug,synergistic interaction
14475,14222,drug_drug,synergistic interaction
14475,14166,drug_drug,synergistic interaction
14475,14293,drug_drug,synergistic interaction
14475,14303,drug_drug,synergistic interaction
14475,14296,drug_drug,synergistic interaction
14475,14280,drug_drug,synergistic interaction
14475,14369,drug_drug,synergistic interaction
14475,14306,drug_drug,synergistic interaction
14475,15770,drug_drug,synergistic interaction
14475,14813,drug_drug,synergistic interaction
14475,15501,drug_drug,synergistic interaction
14475,14259,drug_drug,synergistic interaction
14475,15373,drug_drug,synergistic interaction
14475,14582,drug_drug,synergistic interaction
14475,15153,drug_drug,synergistic interaction
14475,14547,drug_drug,synergistic interaction
14475,15095,drug_drug,synergistic interaction
14475,15133,drug_drug,synergistic interaction
14475,15796,drug_drug,synergistic interaction
14475,15801,drug_drug,synergistic interaction
14475,15784,drug_drug,synergistic interaction
14475,14304,drug_drug,synergistic interaction
14475,14308,drug_drug,synergistic interaction
14475,15785,drug_drug,synergistic interaction
14475,14999,drug_drug,synergistic interaction
14475,14162,drug_drug,synergistic interaction
14475,15093,drug_drug,synergistic interaction
14475,14380,drug_drug,synergistic interaction
14475,14387,drug_drug,synergistic interaction
14475,15201,drug_drug,synergistic interaction
14475,20532,drug_drug,synergistic interaction
14475,20519,drug_drug,synergistic interaction
14475,20521,drug_drug,synergistic interaction
14475,14455,drug_drug,synergistic interaction
14475,20513,drug_drug,synergistic interaction
14475,20518,drug_drug,synergistic interaction
14475,20520,drug_drug,synergistic interaction
14475,14184,drug_drug,synergistic interaction
14475,14939,drug_drug,synergistic interaction
14475,14319,drug_drug,synergistic interaction
14475,14320,drug_drug,synergistic interaction
14475,15001,drug_drug,synergistic interaction
14475,15006,drug_drug,synergistic interaction
14475,14385,drug_drug,synergistic interaction
14475,15332,drug_drug,synergistic interaction
14475,15331,drug_drug,synergistic interaction
14475,14329,drug_drug,synergistic interaction
14475,17903,drug_drug,synergistic interaction
14475,17833,drug_drug,synergistic interaction
14475,20278,drug_drug,synergistic interaction
14475,14435,drug_drug,synergistic interaction
14475,20514,drug_drug,synergistic interaction
14475,20517,drug_drug,synergistic interaction
14475,14551,drug_drug,synergistic interaction
14475,17951,drug_drug,synergistic interaction
14475,15847,drug_drug,synergistic interaction
14475,17949,drug_drug,synergistic interaction
14475,14346,drug_drug,synergistic interaction
14475,15753,drug_drug,synergistic interaction
14475,15878,drug_drug,synergistic interaction
14475,17832,drug_drug,synergistic interaction
14475,14799,drug_drug,synergistic interaction
14475,15283,drug_drug,synergistic interaction
14475,15282,drug_drug,synergistic interaction
14475,15198,drug_drug,synergistic interaction
14475,15417,drug_drug,synergistic interaction
14475,14142,drug_drug,synergistic interaction
14475,15102,drug_drug,synergistic interaction
14475,14202,drug_drug,synergistic interaction
14475,14020,drug_drug,synergistic interaction
14475,14196,drug_drug,synergistic interaction
14475,14696,drug_drug,synergistic interaction
14475,14028,drug_drug,synergistic interaction
14475,14140,drug_drug,synergistic interaction
14475,14042,drug_drug,synergistic interaction
14475,14323,drug_drug,synergistic interaction
14475,14223,drug_drug,synergistic interaction
14475,15013,drug_drug,synergistic interaction
14475,15598,drug_drug,synergistic interaction
34082,28552,disease_protein,associated with
34082,30877,disease_protein,associated with
34082,29113,disease_protein,associated with
3380,2712,protein_protein,ppi
3380,8489,protein_protein,ppi
3380,3802,protein_protein,ppi
3380,119,protein_protein,ppi
3380,27788,disease_protein,associated with
3380,28208,disease_protein,associated with
3380,33575,disease_protein,associated with
3380,31864,disease_protein,associated with
14944,14176,drug_drug,synergistic interaction
14944,14884,drug_drug,synergistic interaction
14944,15119,drug_drug,synergistic interaction
14944,15074,drug_drug,synergistic interaction
14944,14208,drug_drug,synergistic interaction
14944,14476,drug_drug,synergistic interaction
14944,14477,drug_drug,synergistic interaction
14944,20298,drug_drug,synergistic interaction
14944,19222,drug_drug,synergistic interaction
14944,14424,drug_drug,synergistic interaction
14944,20304,drug_drug,synergistic interaction
14944,20302,drug_drug,synergistic interaction
14944,14203,drug_drug,synergistic interaction
14944,14685,drug_drug,synergistic interaction
14944,14268,drug_drug,synergistic interaction
14944,14670,drug_drug,synergistic interaction
14944,17950,drug_drug,synergistic interaction
14944,15829,drug_drug,synergistic interaction
14944,14032,drug_drug,synergistic interaction
14944,14033,drug_drug,synergistic interaction
14944,14034,drug_drug,synergistic interaction
14944,15295,drug_drug,synergistic interaction
14944,15079,drug_drug,synergistic interaction
14944,14161,drug_drug,synergistic interaction
14944,15064,drug_drug,synergistic interaction
14944,14019,drug_drug,synergistic interaction
14944,15003,drug_drug,synergistic interaction
14944,14030,drug_drug,synergistic interaction
14944,14269,drug_drug,synergistic interaction
14944,14251,drug_drug,synergistic interaction
14944,14792,drug_drug,synergistic interaction
14944,14975,drug_drug,synergistic interaction
14944,14762,drug_drug,synergistic interaction
14944,16788,drug_drug,synergistic interaction
14944,16793,drug_drug,synergistic interaction
14944,14023,drug_drug,synergistic interaction
14944,15187,drug_drug,synergistic interaction
14944,14481,drug_drug,synergistic interaction
14944,14483,drug_drug,synergistic interaction
14944,15130,drug_drug,synergistic interaction
14944,14242,drug_drug,synergistic interaction
14944,15987,drug_drug,synergistic interaction
14944,14340,drug_drug,synergistic interaction
14944,15986,drug_drug,synergistic interaction
14944,15167,drug_drug,synergistic interaction
14944,14131,drug_drug,synergistic interaction
14944,15774,drug_drug,synergistic interaction
14944,14158,drug_drug,synergistic interaction
14944,14238,drug_drug,synergistic interaction
14944,14061,drug_drug,synergistic interaction
14944,33575,contraindication,contraindication
14944,29113,contraindication,contraindication
14944,35764,contraindication,contraindication
14944,36253,contraindication,contraindication
14944,28208,contraindication,contraindication
14944,17831,drug_drug,synergistic interaction
14944,16795,drug_drug,synergistic interaction
14944,14691,drug_drug,synergistic interaction
14944,14924,drug_drug,synergistic interaction
14944,14217,drug_drug,synergistic interaction
14944,17148,drug_drug,synergistic interaction
14944,14168,drug_drug,synergistic interaction
14944,14152,drug_drug,synergistic interaction
14944,15254,drug_drug,synergistic interaction
14944,15451,drug_drug,synergistic interaction
14944,15111,drug_drug,synergistic interaction
14944,15273,drug_drug,synergistic interaction
14944,16690,drug_drug,synergistic interaction
14944,14899,drug_drug,synergistic interaction
14944,14327,drug_drug,synergistic interaction
14944,17308,drug_drug,synergistic interaction
14944,16852,drug_drug,synergistic interaction
14944,16851,drug_drug,synergistic interaction
14944,14901,drug_drug,synergistic interaction
14944,14326,drug_drug,synergistic interaction
14944,16588,drug_drug,synergistic interaction
14944,20254,drug_drug,synergistic interaction
14944,14255,drug_drug,synergistic interaction
14944,16792,drug_drug,synergistic interaction
14944,14668,drug_drug,synergistic interaction
14944,14809,drug_drug,synergistic interaction
14944,14317,drug_drug,synergistic interaction
14944,16210,drug_drug,synergistic interaction
14944,17307,drug_drug,synergistic interaction
14944,15874,drug_drug,synergistic interaction
14944,16846,drug_drug,synergistic interaction
14944,14336,drug_drug,synergistic interaction
14944,15868,drug_drug,synergistic interaction
14944,20148,drug_drug,synergistic interaction
14944,16536,drug_drug,synergistic interaction
14944,17341,drug_drug,synergistic interaction
14944,20305,drug_drug,synergistic interaction
14944,14807,drug_drug,synergistic interaction
14944,17306,drug_drug,synergistic interaction
14944,14249,drug_drug,synergistic interaction
14944,17560,drug_drug,synergistic interaction
14944,14881,drug_drug,synergistic interaction
14944,22676,drug_effect,side effect
14944,84485,drug_effect,side effect
14944,22457,drug_effect,side effect
14944,84364,drug_effect,side effect
14944,23101,drug_effect,side effect
14944,93440,drug_effect,side effect
14944,23157,drug_effect,side effect
14944,22585,drug_effect,side effect
14944,25526,drug_effect,side effect
14944,22447,drug_effect,side effect
14944,22831,drug_effect,side effect
14944,22530,drug_effect,side effect
14944,25201,drug_effect,side effect
14944,23864,drug_effect,side effect
14944,84398,drug_effect,side effect
14944,23002,drug_effect,side effect
14944,22859,drug_effect,side effect
14944,23844,drug_effect,side effect
14944,22323,drug_effect,side effect
14944,23544,drug_effect,side effect
14944,22380,drug_effect,side effect
14944,23834,drug_effect,side effect
14944,84853,drug_effect,side effect
14944,23158,drug_effect,side effect
14944,14215,drug_drug,synergistic interaction
14944,14603,drug_drug,synergistic interaction
14944,14966,drug_drug,synergistic interaction
14944,15778,drug_drug,synergistic interaction
14944,14605,drug_drug,synergistic interaction
14944,14222,drug_drug,synergistic interaction
14944,14229,drug_drug,synergistic interaction
14944,14166,drug_drug,synergistic interaction
14944,14293,drug_drug,synergistic interaction
14944,14296,drug_drug,synergistic interaction
14944,14287,drug_drug,synergistic interaction
14944,14303,drug_drug,synergistic interaction
14944,14304,drug_drug,synergistic interaction
14944,14282,drug_drug,synergistic interaction
14944,14280,drug_drug,synergistic interaction
14944,14993,drug_drug,synergistic interaction
14944,14369,drug_drug,synergistic interaction
14944,14141,drug_drug,synergistic interaction
14944,14306,drug_drug,synergistic interaction
14944,14813,drug_drug,synergistic interaction
14944,15770,drug_drug,synergistic interaction
14944,14259,drug_drug,synergistic interaction
14944,15501,drug_drug,synergistic interaction
14944,15373,drug_drug,synergistic interaction
14944,15153,drug_drug,synergistic interaction
14944,14582,drug_drug,synergistic interaction
14944,14547,drug_drug,synergistic interaction
14944,15133,drug_drug,synergistic interaction
14944,15796,drug_drug,synergistic interaction
14944,15801,drug_drug,synergistic interaction
14944,15785,drug_drug,synergistic interaction
14944,15784,drug_drug,synergistic interaction
14944,14308,drug_drug,synergistic interaction
14944,15076,drug_drug,synergistic interaction
14944,14999,drug_drug,synergistic interaction
14944,14162,drug_drug,synergistic interaction
14944,15095,drug_drug,synergistic interaction
14944,14596,drug_drug,synergistic interaction
14944,14198,drug_drug,synergistic interaction
14944,15093,drug_drug,synergistic interaction
14944,15320,drug_drug,synergistic interaction
14944,14380,drug_drug,synergistic interaction
14944,14272,drug_drug,synergistic interaction
14944,15201,drug_drug,synergistic interaction
14944,15274,drug_drug,synergistic interaction
14944,20521,drug_drug,synergistic interaction
14944,20532,drug_drug,synergistic interaction
14944,14475,drug_drug,synergistic interaction
14944,20518,drug_drug,synergistic interaction
14944,20513,drug_drug,synergistic interaction
14944,20519,drug_drug,synergistic interaction
14944,20520,drug_drug,synergistic interaction
14944,14184,drug_drug,synergistic interaction
14944,14319,drug_drug,synergistic interaction
14944,15006,drug_drug,synergistic interaction
14944,14961,drug_drug,synergistic interaction
14944,14193,drug_drug,synergistic interaction
14944,14551,drug_drug,synergistic interaction
14944,14385,drug_drug,synergistic interaction
14944,14329,drug_drug,synergistic interaction
14944,15332,drug_drug,synergistic interaction
14944,17833,drug_drug,synergistic interaction
14944,20278,drug_drug,synergistic interaction
14944,17903,drug_drug,synergistic interaction
14944,20517,drug_drug,synergistic interaction
14944,14435,drug_drug,synergistic interaction
14944,20514,drug_drug,synergistic interaction
14944,14455,drug_drug,synergistic interaction
14944,15847,drug_drug,synergistic interaction
14944,17949,drug_drug,synergistic interaction
14944,17951,drug_drug,synergistic interaction
14944,14346,drug_drug,synergistic interaction
14944,15878,drug_drug,synergistic interaction
14944,15753,drug_drug,synergistic interaction
14944,15331,drug_drug,synergistic interaction
14944,14799,drug_drug,synergistic interaction
14944,17832,drug_drug,synergistic interaction
14944,15282,drug_drug,synergistic interaction
14944,15283,drug_drug,synergistic interaction
14944,14257,drug_drug,synergistic interaction
14944,17829,drug_drug,synergistic interaction
14944,15590,drug_drug,synergistic interaction
14944,16687,drug_drug,synergistic interaction
14944,14938,drug_drug,synergistic interaction
14944,14595,drug_drug,synergistic interaction
14944,19207,drug_drug,synergistic interaction
14944,16057,drug_drug,synergistic interaction
14944,14240,drug_drug,synergistic interaction
14944,14848,drug_drug,synergistic interaction
14944,16689,drug_drug,synergistic interaction
14944,14127,drug_drug,synergistic interaction
14944,15479,drug_drug,synergistic interaction
14944,15546,drug_drug,synergistic interaction
14944,14942,drug_drug,synergistic interaction
14944,15102,drug_drug,synergistic interaction
14944,15198,drug_drug,synergistic interaction
14944,15417,drug_drug,synergistic interaction
14944,14142,drug_drug,synergistic interaction
14944,14940,drug_drug,synergistic interaction
14944,14202,drug_drug,synergistic interaction
14944,14900,drug_drug,synergistic interaction
14944,15088,drug_drug,synergistic interaction
14944,14196,drug_drug,synergistic interaction
14944,14696,drug_drug,synergistic interaction
14944,14263,drug_drug,synergistic interaction
14944,14028,drug_drug,synergistic interaction
14944,14140,drug_drug,synergistic interaction
14944,14042,drug_drug,synergistic interaction
14944,15001,drug_drug,synergistic interaction
14944,14223,drug_drug,synergistic interaction
14944,14323,drug_drug,synergistic interaction
14944,15013,drug_drug,synergistic interaction
14944,15598,drug_drug,synergistic interaction
61707,35764,exposure_disease,linked to
61707,33575,exposure_disease,linked to
61707,28208,exposure_disease,linked to
61707,84167,exposure_disease,linked to
61707,2408,exposure_protein,interacts with
61707,7083,exposure_protein,interacts with
61707,4968,exposure_protein,interacts with
61707,989,exposure_protein,interacts with
61707,34269,exposure_protein,interacts with
61707,34295,exposure_protein,interacts with
61707,33971,exposure_protein,interacts with
61707,2429,exposure_protein,interacts with
61707,2400,exposure_protein,interacts with
61707,3192,exposure_protein,interacts with
61707,1221,exposure_protein,interacts with
61707,61708,exposure_exposure,parent-child
24952,22156,phenotype_phenotype,parent-child
23172,26566,phenotype_phenotype,parent-child
14910,15484,drug_drug,synergistic interaction
14910,14884,drug_drug,synergistic interaction
14910,15074,drug_drug,synergistic interaction
14910,14208,drug_drug,synergistic interaction
14910,14342,drug_drug,synergistic interaction
14910,14476,drug_drug,synergistic interaction
14910,14477,drug_drug,synergistic interaction
14910,20298,drug_drug,synergistic interaction
14910,14424,drug_drug,synergistic interaction
14910,20304,drug_drug,synergistic interaction
14910,15621,drug_drug,synergistic interaction
14910,14203,drug_drug,synergistic interaction
14910,14670,drug_drug,synergistic interaction
14910,15435,drug_drug,synergistic interaction
14910,14149,drug_drug,synergistic interaction
14910,14034,drug_drug,synergistic interaction
14910,15295,drug_drug,synergistic interaction
14910,14024,drug_drug,synergistic interaction
14910,14251,drug_drug,synergistic interaction
14910,14956,drug_drug,synergistic interaction
14910,14762,drug_drug,synergistic interaction
14910,16788,drug_drug,synergistic interaction
14910,16793,drug_drug,synergistic interaction
14910,14276,drug_drug,synergistic interaction
14910,14235,drug_drug,synergistic interaction
14910,14481,drug_drug,synergistic interaction
14910,14483,drug_drug,synergistic interaction
14910,14242,drug_drug,synergistic interaction
14910,15987,drug_drug,synergistic interaction
14910,14340,drug_drug,synergistic interaction
14910,15986,drug_drug,synergistic interaction
14910,15167,drug_drug,synergistic interaction
14910,14131,drug_drug,synergistic interaction
14910,15774,drug_drug,synergistic interaction
14910,14158,drug_drug,synergistic interaction
14910,14238,drug_drug,synergistic interaction
14910,14061,drug_drug,synergistic interaction
14910,33575,contraindication,contraindication
14910,29113,contraindication,contraindication
14910,22903,drug_effect,side effect
14910,22952,drug_effect,side effect
14910,23844,drug_effect,side effect
14910,24199,drug_effect,side effect
14910,24143,drug_effect,side effect
14910,23157,drug_effect,side effect
14910,23544,drug_effect,side effect
14910,85067,drug_effect,side effect
14910,14603,drug_drug,synergistic interaction
14910,15778,drug_drug,synergistic interaction
14910,14222,drug_drug,synergistic interaction
14910,14293,drug_drug,synergistic interaction
14910,14296,drug_drug,synergistic interaction
14910,14287,drug_drug,synergistic interaction
14910,14304,drug_drug,synergistic interaction
14910,15501,drug_drug,synergistic interaction
14910,14582,drug_drug,synergistic interaction
14910,14547,drug_drug,synergistic interaction
14910,15133,drug_drug,synergistic interaction
14910,14999,drug_drug,synergistic interaction
14910,15095,drug_drug,synergistic interaction
14910,15093,drug_drug,synergistic interaction
14910,14237,drug_drug,synergistic interaction
14910,14387,drug_drug,synergistic interaction
14910,15078,drug_drug,synergistic interaction
14910,15201,drug_drug,synergistic interaction
14910,16468,drug_drug,synergistic interaction
14910,20308,drug_drug,synergistic interaction
14910,14309,drug_drug,synergistic interaction
14910,14551,drug_drug,synergistic interaction
14910,14455,drug_drug,synergistic interaction
14910,17951,drug_drug,synergistic interaction
14910,14346,drug_drug,synergistic interaction
14910,17832,drug_drug,synergistic interaction
14910,14257,drug_drug,synergistic interaction
14910,17829,drug_drug,synergistic interaction
14910,18036,drug_drug,synergistic interaction
14910,14938,drug_drug,synergistic interaction
14910,14678,drug_drug,synergistic interaction
14910,14595,drug_drug,synergistic interaction
14910,19207,drug_drug,synergistic interaction
14910,14132,drug_drug,synergistic interaction
14910,14059,drug_drug,synergistic interaction
14910,14240,drug_drug,synergistic interaction
14910,14848,drug_drug,synergistic interaction
14910,17229,drug_drug,synergistic interaction
14910,17258,drug_drug,synergistic interaction
14910,15479,drug_drug,synergistic interaction
14910,15198,drug_drug,synergistic interaction
14910,14142,drug_drug,synergistic interaction
14910,14202,drug_drug,synergistic interaction
14910,14900,drug_drug,synergistic interaction
14910,15089,drug_drug,synergistic interaction
14910,14196,drug_drug,synergistic interaction
14910,14696,drug_drug,synergistic interaction
14910,15001,drug_drug,synergistic interaction
14910,15013,drug_drug,synergistic interaction
7792,566,protein_protein,ppi
7792,24199,phenotype_protein,associated with
7792,28208,disease_protein,associated with
7792,33575,disease_protein,associated with
15763,15167,drug_drug,synergistic interaction
15763,29113,contraindication,contraindication
15763,33575,contraindication,contraindication
15763,35764,contraindication,contraindication
15763,16570,drug_drug,synergistic interaction
15763,15273,drug_drug,synergistic interaction
15763,23864,drug_effect,side effect
15763,14993,drug_drug,synergistic interaction
15763,14141,drug_drug,synergistic interaction
15763,14940,drug_drug,synergistic interaction
16593,23937,drug_effect,side effect
16593,23544,drug_effect,side effect
16593,22380,drug_effect,side effect
16593,23157,drug_effect,side effect
16593,22831,drug_effect,side effect
16593,84364,drug_effect,side effect
16593,25201,drug_effect,side effect
16593,23864,drug_effect,side effect
16593,23002,drug_effect,side effect
16593,22939,drug_effect,side effect
16593,23000,drug_effect,side effect
16593,23158,drug_effect,side effect
